0,1
Dataset\words\c04\c04-089\c04-089-06-07.png,works
Dataset\words\c02\c02-059\c02-059-04-05.png,high
Dataset\words\b05\b05-032\b05-032-02-05.png,said
Dataset\words\d06\d06-020\d06-020-04-03.png,God
Dataset\words\c02\c02-082\c02-082-07-02.png,Moreau
Dataset\words\d05\d05-025\d05-025-03-08.png,by
Dataset\words\c03\c03-003c\c03-003c-04-01.png,to
Dataset\words\d06\d06-104\d06-104-08-03.png,the
Dataset\words\c04\c04-017\c04-017-04-03.png,should
Dataset\words\e04\e04-052\e04-052-01-01.png,place
Dataset\words\c01\c01-009\c01-009-05-02.png,contemporary
Dataset\words\b05\b05-062\b05-062-03-01.png,:
Dataset\words\d06\d06-008\d06-008-02-03.png,about
Dataset\words\e01\e01-055\e01-055-09-09.png,.
Dataset\words\c03\c03-007\c03-007-02-02.png,made
Dataset\words\d05\d05-030\d05-030-04-10.png,his
Dataset\words\b06\b06-023\b06-023-01-04.png,Americans
Dataset\words\e01\e01-107\e01-107-09-05.png,this
Dataset\words\e06\e06-070\e06-070-02-00.png,small
Dataset\words\c04\c04-080\c04-080-01-02.png,it
Dataset\words\b06\b06-036\b06-036-01-04.png,in
Dataset\words\b06\b06-004\b06-004-03-06.png,war
Dataset\words\c03\c03-087b\c03-087b-03-03.png,character
Dataset\words\a05\a05-073\a05-073-04-07.png,But
Dataset\words\e07\e07-003\e07-003-08-02.png,insects
Dataset\words\d06\d06-096\d06-096-04-04.png,going
Dataset\words\a01\a01-068u\a01-068u-03-03.png,is
Dataset\words\b06\b06-004\b06-004-06-01.png,the
Dataset\words\d06\d06-072\d06-072-04-08.png,","
Dataset\words\c06\c06-083\c06-083-05-08.png,and
Dataset\words\b06\b06-015\b06-015-01-01.png,","
Dataset\words\a01\a01-102u\a01-102u-08-04.png,of
Dataset\words\c04\c04-080\c04-080-06-07.png,.
Dataset\words\c03\c03-084e\c03-084e-06-03.png,theme
Dataset\words\d04\d04-062\d04-062-00-03.png,vision
Dataset\words\d06\d06-027\d06-027-04-08.png,shadows
Dataset\words\b01\b01-057\b01-057-00-06.png,","
Dataset\words\d06\d06-050\d06-050-02-08.png,","
Dataset\words\b01\b01-089\b01-089-01-00.png,must
Dataset\words\c03\c03-087d\c03-087d-08-03.png,Mr.
Dataset\words\c02\c02-082\c02-082-09-03.png,Leisurely
Dataset\words\e04\e04-022\e04-022-01-06.png,seat
Dataset\words\a04\a04-092\a04-092-04-04.png,relations
Dataset\words\d04\d04-125\d04-125-04-09.png,out
Dataset\words\a06\a06-128\a06-128-05-05.png,.
Dataset\words\b05\b05-098\b05-098-01-05.png,know
Dataset\words\b06\b06-036\b06-036-03-06.png,in
Dataset\words\a04\a04-099\a04-099-04-01.png,:
Dataset\words\b02\b02-045\b02-045-07-04.png,representations
Dataset\words\d06\d06-020\d06-020-07-01.png,something
Dataset\words\c03\c03-021d\c03-021d-08-03.png,you
Dataset\words\a02\a02-072\a02-072-01-07.png,","
Dataset\words\b05\b05-032\b05-032-00-04.png,New
Dataset\words\a06\a06-036\a06-036-00-03.png,craft
Dataset\words\d03\d03-117\d03-117-08-06.png,.
Dataset\words\d06\d06-030\d06-030-00-05.png,probably
Dataset\words\d06\d06-027\d06-027-06-06.png,never
Dataset\words\b04\b04-096\b04-096-02-02.png,is
Dataset\words\c03\c03-081a\c03-081a-06-04.png,","
Dataset\words\c03\c03-094b\c03-094b-01-04.png,Sheila
Dataset\words\d01\d01-016\d01-016-02-10.png,against
Dataset\words\a03\a03-006\a03-006-04-02.png,and
Dataset\words\c03\c03-094d\c03-094d-08-04.png,efficiency
Dataset\words\d01\d01-056\d01-056-07-04.png,and
Dataset\words\e02\e02-074\e02-074-06-00.png,quickly
Dataset\words\a01\a01-063u\a01-063u-09-01.png,America
Dataset\words\b04\b04-020\b04-020-01-07.png,.
Dataset\words\a01\a01-128u\a01-128u-03-04.png,his
Dataset\words\b06\b06-023\b06-023-04-08.png,to
Dataset\words\a01\a01-117u\a01-117u-08-04.png,take
Dataset\words\e04\e04-011\e04-011-01-00.png,pinned
Dataset\words\a02\a02-093\a02-093-03-02.png,","
Dataset\words\a02\a02-020\a02-020-05-07.png,the
Dataset\words\c06\c06-076\c06-076-00-03.png,to
Dataset\words\a03\a03-063\a03-063-10-06.png,in
Dataset\words\b01\b01-084\b01-084-03-07.png,on
Dataset\words\e07\e07-072\e07-072-09-02.png,a
Dataset\words\a01\a01-000u\a01-000u-01-00.png,nominating
Dataset\words\d06\d06-030\d06-030-00-03.png,people
Dataset\words\a06\a06-064\a06-064-02-06.png,assessment
Dataset\words\d07\d07-096\d07-096-04-00.png,accord
Dataset\words\c03\c03-081c\c03-081c-04-00.png,enigma
Dataset\words\a01\a01-049\a01-049-02-02.png,was
Dataset\words\d06\d06-041\d06-041-04-04.png,late
Dataset\words\d04\d04-075\d04-075-07-01.png,","
Dataset\words\e01\e01-081\e01-081-03-03.png,.
Dataset\words\e06\e06-000\e06-000-06-00.png,during
Dataset\words\a01\a01-087u\a01-087u-08-04.png,first
Dataset\words\a01\a01-053\a01-053-07-01.png,""""
Dataset\words\e06\e06-053\e06-053-04-05.png,bow
Dataset\words\b04\b04-202\b04-202-00-00.png,The
Dataset\words\a06\a06-044\a06-044-01-06.png,the
Dataset\words\e06\e06-053\e06-053-01-04.png,usually
Dataset\words\c03\c03-021b\c03-021b-02-04.png,by
Dataset\words\d01\d01-049\d01-049-04-02.png,to
Dataset\words\e06\e06-053\e06-053-03-07.png,its
Dataset\words\a05\a05-099\a05-099-04-06.png,Europe
Dataset\words\b06\b06-075\b06-075-07-06.png,German
Dataset\words\a01\a01-030u\a01-030u-04-00.png,He
Dataset\words\a05\a05-108\a05-108-03-02.png,.
Dataset\words\d04\d04-032\d04-032-04-03.png,on
Dataset\words\a04\a04-054\a04-054-04-04.png,the
Dataset\words\a02\a02-093\a02-093-00-01.png,DICKIE
Dataset\words\d06\d06-091\d06-091-07-00.png,week
Dataset\words\c06\c06-058\c06-058-02-04.png,But
Dataset\words\d04\d04-005\d04-005-03-08.png,","
Dataset\words\b02\b02-105\b02-105-00-04.png,convinced
Dataset\words\d04\d04-012\d04-012-05-08.png,A
Dataset\words\c03\c03-003b\c03-003b-04-04.png,the
Dataset\words\e04\e04-058\e04-058-02-00.png,Fig.
Dataset\words\a01\a01-026x\a01-026x-07-05.png,Prime
Dataset\words\e04\e04-091\e04-091-01-04.png,Start
Dataset\words\e01\e01-107\e01-107-09-02.png,directions
Dataset\words\a04\a04-089\a04-089-08-02.png,very
Dataset\words\e06\e06-021\e06-021-09-05.png,after
Dataset\words\b06\b06-064\b06-064-05-05.png,understand
Dataset\words\b06\b06-071\b06-071-09-03.png,following
Dataset\words\a01\a01-030u\a01-030u-10-05.png,table
Dataset\words\b03\b03-092\b03-092-04-10.png,for
Dataset\words\a01\a01-038x\a01-038x-08-01.png,by
Dataset\words\b05\b05-050\b05-050-02-05.png,sides
Dataset\words\a05\a05-108\a05-108-05-00.png,night
Dataset\words\a02\a02-102\a02-102-03-00.png,foot
Dataset\words\d04\d04-111\d04-111-05-03.png,The
Dataset\words\c03\c03-084c\c03-084c-05-03.png,on
Dataset\words\a04\a04-092\a04-092-10-00.png,to
Dataset\words\b04\b04-081\b04-081-02-05.png,in
Dataset\words\c02\c02-000\c02-000-05-07.png,Michael-
Dataset\words\a04\a04-000\a04-000-00-02.png,renewed
Dataset\words\e02\e02-025\e02-025-09-04.png,taper
Dataset\words\c02\c02-035\c02-035-00-06.png,""""
Dataset\words\a06\a06-000\a06-000-05-03.png,#
Dataset\words\a01\a01-117u\a01-117u-01-03.png,and
Dataset\words\a04\a04-006\a04-006-01-02.png,to
Dataset\words\c02\c02-030\c02-030-02-07.png,final
Dataset\words\a01\a01-107u\a01-107u-05-05.png,by
Dataset\words\e01\e01-102\e01-102-08-02.png,","
Dataset\words\b01\b01-062\b01-062-00-03.png,publish
Dataset\words\d06\d06-063\d06-063-03-03.png,day
Dataset\words\d06\d06-020\d06-020-00-05.png,the
Dataset\words\e07\e07-007\e07-007-06-07.png,","
Dataset\words\d06\d06-025\d06-025-05-04.png,","
Dataset\words\c04\c04-116\c04-116-03-06.png,the
Dataset\words\a01\a01-038\a01-038-00-02.png,thought
Dataset\words\d01\d01-060\d01-060-05-00.png,for
Dataset\words\e06\e06-006\e06-006-01-03.png,is
Dataset\words\d06\d06-008\d06-008-07-06.png,to
Dataset\words\a02\a02-086\a02-086-07-03.png,it
Dataset\words\d06\d06-000\d06-000-06-01.png,and
Dataset\words\c03\c03-000c\c03-000c-04-08.png,and
Dataset\words\a03\a03-071\a03-071-06-00.png,satellite
Dataset\words\a02\a02-032\a02-032-06-07.png,.
Dataset\words\d04\d04-081\d04-081-07-02.png,Passover
Dataset\words\b06\b06-082\b06-082-00-06.png,is
Dataset\words\d01\d01-024\d01-024-05-01.png,even
Dataset\words\c06\c06-005\c06-005-01-05.png,door
Dataset\words\c03\c03-007d\c03-007d-02-03.png,made
Dataset\words\b01\b01-049\b01-049-03-00.png,speculators
Dataset\words\d05\d05-013\d05-013-03-10.png,and
Dataset\words\e06\e06-033\e06-033-07-01.png,the
Dataset\words\d06\d06-008\d06-008-02-02.png,speak
Dataset\words\b04\b04-162\b04-162-07-02.png,lost
Dataset\words\a04\a04-031\a04-031-00-07.png,best
Dataset\words\c03\c03-021a\c03-021a-04-06.png,mother
Dataset\words\e01\e01-025\e01-025-06-04.png,has
Dataset\words\a03\a03-011\a03-011-01-01.png,and
Dataset\words\d06\d06-076\d06-076-05-04.png,the
Dataset\words\b04\b04-181\b04-181-06-00.png,understand
Dataset\words\a01\a01-122u\a01-122u-06-02.png,today
Dataset\words\a03\a03-043\a03-043-05-03.png,to
Dataset\words\c03\c03-081f\c03-081f-09-02.png,rare
Dataset\words\a01\a01-014x\a01-014x-05-02.png,talks
Dataset\words\e04\e04-030\e04-030-00-09.png,the
Dataset\words\a02\a02-106\a02-106-02-00.png,Colonial
Dataset\words\d01\d01-019\d01-019-03-08.png,codex
Dataset\words\a02\a02-093\a02-093-05-04.png,A
Dataset\words\b03\b03-104\b03-104-07-02.png,put
Dataset\words\b02\b02-102\b02-102-01-00.png,millstone
Dataset\words\a01\a01-003\a01-003-07-05.png,should
Dataset\words\a06\a06-110\a06-110-04-04.png,agree
Dataset\words\b01\b01-062\b01-062-02-06.png,advertisements
Dataset\words\d06\d06-003\d06-003-04-03.png,be
Dataset\words\a02\a02-124\a02-124-02-02.png,","
Dataset\words\c03\c03-016e\c03-016e-08-04.png,the
Dataset\words\b06\b06-000\b06-000-00-03.png,ago
Dataset\words\a01\a01-128\a01-128-04-06.png,making
Dataset\words\a01\a01-087u\a01-087u-02-03.png,Powell
Dataset\words\e02\e02-086\e02-086-05-06.png,as
Dataset\words\c03\c03-081c\c03-081c-05-07.png,","
Dataset\words\b04\b04-140\b04-140-05-06.png,to
Dataset\words\a05\a05-084\a05-084-05-05.png,fever
Dataset\words\a01\a01-102\a01-102-07-06.png,got
Dataset\words\d01\d01-049\d01-049-07-07.png,examine
Dataset\words\d05\d05-008\d05-008-05-02.png,hopes
Dataset\words\a06\a06-152\a06-152-03-03.png,REFUGEES
Dataset\words\a01\a01-122\a01-122-02-04.png,Brown
Dataset\words\d06\d06-082\d06-082-01-11.png,would
Dataset\words\e04\e04-083\e04-083-01-08.png,boat
Dataset\words\a01\a01-020x\a01-020x-07-00.png,to
Dataset\words\d07\d07-085\d07-085-00-06.png,here
Dataset\words\b06\b06-079\b06-079-08-01.png,weapons
Dataset\words\e06\e06-000\e06-000-02-00.png,sea
Dataset\words\d06\d06-003\d06-003-05-02.png,their
Dataset\words\a06\a06-141\a06-141-04-04.png,Next
Dataset\words\b06\b06-004\b06-004-00-03.png,tolerance
Dataset\words\a05\a05-009\a05-009-06-01.png,Staff
Dataset\words\c06\c06-011\c06-011-07-02.png,sniffing
Dataset\words\c03\c03-007c\c03-007c-06-07.png,of
Dataset\words\b01\b01-132\b01-132-02-07.png,to
Dataset\words\a01\a01-063\a01-063-04-04.png,Minister
Dataset\words\c02\c02-059\c02-059-05-01.png,the
Dataset\words\b04\b04-195\b04-195-00-04.png,up
Dataset\words\b06\b06-075\b06-075-01-02.png,a
Dataset\words\a03\a03-011\a03-011-06-09.png,main
Dataset\words\b06\b06-019\b06-019-01-00.png,Strauss
Dataset\words\b05\b05-098\b05-098-02-04.png,but
Dataset\words\b06\b06-071\b06-071-05-00.png,that
Dataset\words\d06\d06-086\d06-086-03-04.png,find
Dataset\words\a02\a02-027\a02-027-05-06.png,the
Dataset\words\a01\a01-020x\a01-020x-01-05.png,which
Dataset\words\b01\b01-113\b01-113-04-02.png,.
Dataset\words\a01\a01-003\a01-003-01-05.png,are
Dataset\words\b05\b05-017\b05-017-03-01.png,.
Dataset\words\e02\e02-117\e02-117-08-03.png,this
Dataset\words\e02\e02-014\e02-014-05-07.png,tapered
Dataset\words\d06\d06-050\d06-050-03-08.png,exhaustion
Dataset\words\b02\b02-105\b02-105-05-02.png,polling
Dataset\words\a02\a02-093\a02-093-00-06.png,gave
Dataset\words\b02\b02-045\b02-045-07-02.png,Kaunda's
Dataset\words\c06\c06-011\c06-011-07-01.png,chums
Dataset\words\c06\c06-091\c06-091-01-09.png,is
Dataset\words\a05\a05-000\a05-000-05-00.png,about
Dataset\words\a01\a01-117u\a01-117u-02-04.png,1950
Dataset\words\b05\b05-055\b05-055-02-10.png,hefty
Dataset\words\c04\c04-150\c04-150-04-02.png,","
Dataset\words\a01\a01-003u\a01-003u-05-05.png,peers
Dataset\words\c04\c04-050\c04-050-04-00.png,and
Dataset\words\a02\a02-067\a02-067-01-02.png,be
Dataset\words\c03\c03-087b\c03-087b-02-01.png,a
Dataset\words\c03\c03-003c\c03-003c-00-01.png,is
Dataset\words\a03\a03-014\a03-014-04-04.png,to
Dataset\words\a04\a04-047\a04-047-01-01.png,General
Dataset\words\c04\c04-144\c04-144-02-10.png,later
Dataset\words\b04\b04-147\b04-147-01-03.png,board
Dataset\words\a01\a01-007x\a01-007x-02-02.png,favour
Dataset\words\a04\a04-103\a04-103-02-02.png,uncommitted
Dataset\words\b01\b01-004\b01-004-03-02.png,in
Dataset\words\b04\b04-034\b04-034-00-03.png,settle
Dataset\words\a01\a01-011x\a01-011x-08-08.png,change
Dataset\words\e01\e01-102\e01-102-01-06.png,finer
Dataset\words\a04\a04-019\a04-019-04-01.png,tests
Dataset\words\b04\b04-054\b04-054-04-01.png,the
Dataset\words\a06\a06-036\a06-036-04-06.png,in
Dataset\words\a02\a02-027\a02-027-05-01.png,is
Dataset\words\c02\c02-012\c02-012-06-02.png,to
Dataset\words\d06\d06-030\d06-030-01-04.png,The
Dataset\words\a02\a02-053\a02-053-01-02.png,to
Dataset\words\a06\a06-064\a06-064-03-00.png,He
Dataset\words\b04\b04-154\b04-154-05-03.png,West
Dataset\words\a01\a01-113\a01-113-03-08.png,comfortable
Dataset\words\c02\c02-030\c02-030-02-05.png,for
Dataset\words\b04\b04-060\b04-060-05-03.png,.
Dataset\words\a01\a01-049u\a01-049u-04-01.png,affiliations
Dataset\words\b01\b01-000\b01-000-06-03.png,issue
Dataset\words\a05\a05-013\a05-013-08-02.png,.
Dataset\words\e02\e02-074\e02-074-09-00.png,create
Dataset\words\c04\c04-170\c04-170-03-02.png,the
Dataset\words\d04\d04-096\d04-096-05-01.png,(
Dataset\words\a01\a01-007x\a01-007x-00-07.png,and
Dataset\words\b04\b04-089\b04-089-02-04.png,bring
Dataset\words\b01\b01-132\b01-132-06-07.png,they
Dataset\words\d01\d01-080\d01-080-01-07.png,in
Dataset\words\a01\a01-068u\a01-068u-05-01.png,for
Dataset\words\a02\a02-017\a02-017-01-03.png,Office
Dataset\words\d01\d01-060\d01-060-01-06.png,rather
Dataset\words\b04\b04-107\b04-107-06-06.png,was
Dataset\words\a04\a04-035\a04-035-07-02.png,Vienna
Dataset\words\b02\b02-105\b02-105-00-01.png,they
Dataset\words\d04\d04-012\d04-012-07-06.png,God
Dataset\words\b06\b06-012\b06-012-04-01.png,council
Dataset\words\c04\c04-017\c04-017-02-08.png,into
Dataset\words\c06\c06-027\c06-027-06-03.png,","
Dataset\words\e02\e02-086\e02-086-07-06.png,a
Dataset\words\e04\e04-127\e04-127-05-09.png,by
Dataset\words\d04\d04-117\d04-117-03-04.png,","
Dataset\words\a05\a05-039\a05-039-06-00.png,returned
Dataset\words\d05\d05-021\d05-021-05-03.png,was
Dataset\words\c06\c06-076\c06-076-01-05.png,never
Dataset\words\a02\a02-082\a02-082-04-01.png,been
Dataset\words\c03\c03-081e\c03-081e-02-01.png,herself
Dataset\words\e07\e07-007\e07-007-01-05.png,American
Dataset\words\a04\a04-054\a04-054-01-02.png,as
Dataset\words\c02\c02-035\c02-035-00-04.png,to
Dataset\words\b06\b06-056\b06-056-08-03.png,on
Dataset\words\a01\a01-132\a01-132-06-04.png,.
Dataset\words\a01\a01-068u\a01-068u-04-05.png,for
Dataset\words\c04\c04-044\c04-044-07-03.png,and
Dataset\words\d07\d07-082\d07-082-00-03.png,the
Dataset\words\a01\a01-053x\a01-053x-02-05.png,rushed
Dataset\words\a04\a04-050\a04-050-01-01.png,deny
Dataset\words\b05\b05-083\b05-083-05-01.png,task
Dataset\words\b06\b06-059\b06-059-00-00.png,It
Dataset\words\c04\c04-122\c04-122-05-01.png,the
Dataset\words\c02\c02-022\c02-022-05-05.png,to
Dataset\words\b01\b01-057\b01-057-04-06.png,carried
Dataset\words\a06\a06-095\a06-095-08-07.png,it
Dataset\words\a04\a04-023\a04-023-01-03.png,Dorothy
Dataset\words\e06\e06-070\e06-070-01-08.png,fish
Dataset\words\b06\b06-110\b06-110-01-06.png,who
Dataset\words\c04\c04-116\c04-116-01-03.png,writes
Dataset\words\c06\c06-087\c06-087-04-00.png,escorted
Dataset\words\e04\e04-103\e04-103-05-06.png,glue
Dataset\words\d06\d06-008\d06-008-09-04.png,.
Dataset\words\c03\c03-003f\c03-003f-08-05.png,atmosphere
Dataset\words\c03\c03-094d\c03-094d-10-04.png,.
Dataset\words\c06\c06-087\c06-087-03-05.png,full
Dataset\words\b02\b02-013\b02-013-01-01.png,putting
Dataset\words\a01\a01-122\a01-122-07-01.png,it
Dataset\words\a03\a03-011\a03-011-07-00.png,of
Dataset\words\d01\d01-016\d01-016-03-05.png,allegorical
Dataset\words\b01\b01-079\b01-079-08-02.png,to
Dataset\words\c04\c04-170\c04-170-02-03.png,strongest
Dataset\words\b03\b03-092\b03-092-04-05.png,of
Dataset\words\a01\a01-113\a01-113-03-10.png,too
Dataset\words\a01\a01-082u\a01-082u-05-04.png,President
Dataset\words\a05\a05-089\a05-089-04-00.png,of
Dataset\words\d01\d01-049\d01-049-02-08.png,able
Dataset\words\c04\c04-023\c04-023-05-02.png,distress
Dataset\words\c03\c03-094c\c03-094c-06-05.png,with
Dataset\words\a03\a03-063\a03-063-09-02.png,military
Dataset\words\c03\c03-081e\c03-081e-01-06.png,speak
Dataset\words\c03\c03-081b\c03-081b-00-03.png,dramatist
Dataset\words\e04\e04-099\e04-099-01-05.png,margin
Dataset\words\d07\d07-100\d07-100-02-07.png,bar
Dataset\words\b04\b04-075\b04-075-05-04.png,other
Dataset\words\d04\d04-121\d04-121-00-11.png,of
Dataset\words\a01\a01-077\a01-077-03-03.png,Washington
Dataset\words\c03\c03-096b\c03-096b-05-05.png,us
Dataset\words\a05\a05-039\a05-039-03-00.png,appearance
Dataset\words\c04\c04-144\c04-144-02-03.png,Wesker
Dataset\words\b03\b03-104\b03-104-07-09.png,is
Dataset\words\c03\c03-016e\c03-016e-01-02.png,in
Dataset\words\d06\d06-104\d06-104-02-00.png,Monday
Dataset\words\c03\c03-000d\c03-000d-00-03.png,of
Dataset\words\a03\a03-017\a03-017-07-01.png,the
Dataset\words\c03\c03-021e\c03-021e-04-03.png,as
Dataset\words\a06\a06-152\a06-152-01-04.png,to
Dataset\words\a02\a02-106\a02-106-04-09.png,.
Dataset\words\a04\a04-019\a04-019-00-03.png,the
Dataset\words\d06\d06-008\d06-008-08-02.png,until
Dataset\words\a01\a01-038\a01-038-03-01.png,from
Dataset\words\e02\e02-018\e02-018-01-02.png,when
Dataset\words\c06\c06-116\c06-116-07-02.png,(
Dataset\words\e01\e01-035\e01-035-00-07.png,","
Dataset\words\c04\c04-156\c04-156-01-05.png,the
Dataset\words\b06\b06-075\b06-075-02-06.png,Unity
Dataset\words\a01\a01-072x\a01-072x-04-00.png,West
Dataset\words\b04\b04-187\b04-187-02-03.png,aged
Dataset\words\a01\a01-014\a01-014-05-06.png,are
Dataset\words\c03\c03-003a\c03-003a-00-02.png,not
Dataset\words\c03\c03-007a\c03-007a-06-05.png,of
Dataset\words\a05\a05-069\a05-069-09-01.png,the
Dataset\words\a06\a06-039\a06-039-00-04.png,might
Dataset\words\a05\a05-000\a05-000-04-03.png,forces
Dataset\words\a03\a03-017\a03-017-07-04.png,and
Dataset\words\b04\b04-004\b04-004-09-05.png,air
Dataset\words\b01\b01-079\b01-079-09-00.png,prevent
Dataset\words\d06\d06-107\d06-107-00-04.png,complicated
Dataset\words\c06\c06-058\c06-058-03-04.png,scene
Dataset\words\c03\c03-094d\c03-094d-02-03.png,always
Dataset\words\a04\a04-050\a04-050-01-00.png,not
Dataset\words\b06\b06-049\b06-049-09-07.png,the
Dataset\words\a04\a04-019\a04-019-07-06.png,Berlin
Dataset\words\d06\d06-100\d06-100-01-06.png,would
Dataset\words\e04\e04-004\e04-004-04-08.png,given
Dataset\words\c04\c04-139\c04-139-01-05.png,a
Dataset\words\e07\e07-061\e07-061-07-06.png,","
Dataset\words\c03\c03-007b\c03-007b-02-02.png,it
Dataset\words\e06\e06-053\e06-053-01-00.png,the
Dataset\words\a03\a03-043\a03-043-04-03.png,cent
Dataset\words\b03\b03-025\b03-025-05-05.png,barrier
Dataset\words\c02\c02-003\c02-003-01-01.png,added
Dataset\words\a01\a01-087u\a01-087u-05-05.png,.
Dataset\words\d07\d07-100\d07-100-08-04.png,almost
Dataset\words\b06\b06-023\b06-023-07-10.png,Americans
Dataset\words\a01\a01-030\a01-030-03-01.png,said
Dataset\words\d07\d07-089\d07-089-07-01.png,the
Dataset\words\c02\c02-003\c02-003-06-03.png,"Ka""utner's"
Dataset\words\a05\a05-000\a05-000-01-03.png,March
Dataset\words\a05\a05-094\a05-094-09-05.png,he
Dataset\words\b01\b01-073\b01-073-05-06.png,its
Dataset\words\b01\b01-018\b01-018-05-06.png,a
Dataset\words\a01\a01-014\a01-014-05-00.png,the
Dataset\words\b04\b04-134\b04-134-06-02.png,he
Dataset\words\a05\a05-080\a05-080-03-04.png,as
Dataset\words\b06\b06-064\b06-064-03-04.png,were
Dataset\words\c03\c03-021b\c03-021b-02-00.png,women
Dataset\words\a01\a01-068u\a01-068u-07-02.png,get
Dataset\words\e04\e04-079\e04-079-05-04.png,a
Dataset\words\c02\c02-022\c02-022-07-05.png,its
Dataset\words\c04\c04-004\c04-004-03-06.png,razzamataz
Dataset\words\e01\e01-032\e01-032-02-01.png,lovely
Dataset\words\e07\e07-072\e07-072-00-00.png,DESPITE
Dataset\words\a02\a02-024\a02-024-07-04.png,in
Dataset\words\d06\d06-086\d06-086-08-05.png,jobs
Dataset\words\e04\e04-052\e04-052-01-02.png,of
Dataset\words\b06\b06-032\b06-032-06-05.png,1939
Dataset\words\a02\a02-098\a02-098-06-09.png,bulk
Dataset\words\b01\b01-136\b01-136-02-08.png,WE
Dataset\words\e06\e06-030\e06-030-08-02.png,an
Dataset\words\e04\e04-099\e04-099-01-00.png,plan
Dataset\words\c03\c03-016e\c03-016e-00-06.png,telling
Dataset\words\a06\a06-004\a06-004-06-02.png,period
Dataset\words\b04\b04-116\b04-116-05-04.png,reverses
Dataset\words\b05\b05-083\b05-083-04-03.png,THE
Dataset\words\a01\a01-102u\a01-102u-07-04.png,real
Dataset\words\d04\d04-131\d04-131-06-00.png,was
Dataset\words\c03\c03-021e\c03-021e-04-06.png,expectant
Dataset\words\a06\a06-036\a06-036-00-02.png,rocket
Dataset\words\a06\a06-044\a06-044-04-06.png,The
Dataset\words\c04\c04-128\c04-128-00-11.png,C
Dataset\words\a01\a01-043x\a01-043x-04-01.png,of
